,question_link,question,No_answer
1213,https://leetcode.cn/problems/how-many-numbers-are-smaller-than-the-current-number/,1365. 有多少小于当前数字的数字,1177
1214,https://leetcode.cn/problems/rank-teams-by-votes/,1366. 通过投票对团队排名,156
1215,https://leetcode.cn/problems/linked-list-in-binary-tree/,1367. 二叉树中的列表,287
1216,https://leetcode.cn/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,1368. 使网格图至少有一条有效路径的最小代价,116
1217,https://leetcode.cn/problems/get-the-second-most-recent-activity/,1369. 获取最近第二次的活动,61
1218,https://leetcode.cn/problems/increasing-decreasing-string/,1370. 上升下降字符串,608
1219,https://leetcode.cn/problems/find-the-longest-substring-containing-vowels-in-even-counts/,1371. 每个元音包含偶数次的最长子字符串,287
1220,https://leetcode.cn/problems/longest-zigzag-path-in-a-binary-tree/,1372. 二叉树中的最长交错路径,194
1221,https://leetcode.cn/problems/maximum-sum-bst-in-binary-tree/,1373. 二叉搜索子树的最大键值和,265
1222,https://leetcode.cn/problems/generate-a-string-with-characters-that-have-odd-counts/,1374. 生成每种字符都是奇数个的字符串,249
1223,https://leetcode.cn/problems/number-of-times-binary-string-is-prefix-aligned/,1375. 二进制字符串前缀一致的次数,191
1224,https://leetcode.cn/problems/time-needed-to-inform-all-employees/,1376. 通知所有员工所需的时间,216
1225,https://leetcode.cn/problems/frog-position-after-t-seconds/,1377. T 秒后青蛙的位置,144
1226,https://leetcode.cn/problems/replace-employee-id-with-the-unique-identifier/,1378. 使用唯一标识码替换员工ID,71
1227,https://leetcode.cn/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/,1379. 找出克隆二叉树中的相同节点,188
1228,https://leetcode.cn/problems/lucky-numbers-in-a-matrix/,1380. 矩阵中的幸运数,702
1229,https://leetcode.cn/problems/design-a-stack-with-increment-operation/,1381. 设计一个支持增量操作的栈,189
1230,https://leetcode.cn/problems/balance-a-binary-search-tree/,1382. 将二叉搜索树变平衡,229
1231,https://leetcode.cn/problems/maximum-performance-of-a-team/,1383. 最大的团队表现值,97
1232,https://leetcode.cn/problems/total-sales-amount-by-year/,1384. 按年度列出销售总额,65
1233,https://leetcode.cn/problems/find-the-distance-value-between-two-arrays/,1385. 两个数组间的距离值,317
1234,https://leetcode.cn/problems/cinema-seat-allocation/,1386. 安排电影院座位,144
1235,https://leetcode.cn/problems/sort-integers-by-the-power-value/,1387. 将整数按权重排序,207
1236,https://leetcode.cn/problems/pizza-with-3n-slices/,1388. 3n 块披萨,65
1237,https://leetcode.cn/problems/create-target-array-in-the-given-order/,1389. 按既定顺序创建目标数组,517
1238,https://leetcode.cn/problems/four-divisors/,1390. 四因数,130
1239,https://leetcode.cn/problems/check-if-there-is-a-valid-path-in-a-grid/,1391. 检查网格中是否存在有效路径,227
1240,https://leetcode.cn/problems/longest-happy-prefix/,1392. 最长快乐前缀,188
1241,https://leetcode.cn/problems/capital-gainloss/,1393. 股票的资本损益,102
1242,https://leetcode.cn/problems/find-lucky-integer-in-an-array/,1394. 找出数组中的幸运数,343
1243,https://leetcode.cn/problems/count-number-of-teams/,1395. 统计作战单位数,236
1244,https://leetcode.cn/problems/design-underground-system/,1396. 设计地铁系统,215
1245,https://leetcode.cn/problems/find-all-good-strings/,1397. 找到所有好字符串,41
1246,https://leetcode.cn/problems/customers-who-bought-products-a-and-b-but-not-c/,1398. 购买了产品 A 和产品 B 却没有购买产品 C 的顾客,88
1247,https://leetcode.cn/problems/count-largest-group/,1399. 统计最大组的数目,182
1248,https://leetcode.cn/problems/construct-k-palindrome-strings/,1400. 构造 K 个回文字符串,122
1249,https://leetcode.cn/problems/circle-and-rectangle-overlapping/,1401. 圆和矩形是否有重叠,106
1250,https://leetcode.cn/problems/reducing-dishes/,1402. 做菜顺序,210
1251,https://leetcode.cn/problems/minimum-subsequence-in-non-increasing-order/,1403. 非递增顺序的最小子序列,418
1252,https://leetcode.cn/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/,1404. 将二进制表示减到 1 的步骤数,172
1253,https://leetcode.cn/problems/longest-happy-string/,1405. 最长快乐字符串,479
1254,https://leetcode.cn/problems/stone-game-iii/,1406. 石子游戏 III,94
1255,https://leetcode.cn/problems/top-travellers/,1407. 排名靠前的旅行者,112
1256,https://leetcode.cn/problems/string-matching-in-an-array/,1408. 数组中的字符串匹配,238
1257,https://leetcode.cn/problems/queries-on-a-permutation-with-key/,1409. 查询带键的排列,158
1258,https://leetcode.cn/problems/html-entity-parser/,1410. HTML 实体解析器,126
1259,https://leetcode.cn/problems/number-of-ways-to-paint-n-3-grid/,1411. 给 N x 3 网格图涂色的方案数,150
1260,https://leetcode.cn/problems/find-the-quiet-students-in-all-exams/,1412. 查找成绩处于中游的学生,90
1261,https://leetcode.cn/problems/minimum-value-to-get-positive-step-by-step-sum/,1413. 逐步求和得到正数的最小值,295
1262,https://leetcode.cn/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/,1414. 和为 K 的最少斐波那契数字数目,429
1263,https://leetcode.cn/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/,1415. 长度为 n 的开心字符串中字典序第 k 小的字符串,204
1264,https://leetcode.cn/problems/restore-the-array/,1416. 恢复数组,62
1265,https://leetcode.cn/problems/reformat-the-string/,1417. 重新格式化字符串,218
1266,https://leetcode.cn/problems/display-table-of-food-orders-in-a-restaurant/,1418. 点菜展示表,429
1267,https://leetcode.cn/problems/minimum-number-of-frogs-croaking/,1419. 数青蛙,177
1268,https://leetcode.cn/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/,1420. 生成数组,51
1269,https://leetcode.cn/problems/npv-queries/,1421. 净现值查询,44
1270,https://leetcode.cn/problems/maximum-score-after-splitting-a-string/,1422. 分割字符串的最大得分,240
1271,https://leetcode.cn/problems/maximum-points-you-can-obtain-from-cards/,1423. 可获得的最大点数,579
1272,https://leetcode.cn/problems/diagonal-traverse-ii/,1424. 对角线遍历 II,175
1273,https://leetcode.cn/problems/constrained-subsequence-sum/,1425. 带限制的子序列和,85
1274,https://leetcode.cn/problems/counting-elements/,1426. 数元素,65
1275,https://leetcode.cn/problems/perform-string-shifts/,1427. 字符串的左右移,73
1276,https://leetcode.cn/problems/leftmost-column-with-at-least-a-one/,1428. 至少有一个 1 的最左端列,30
1277,https://leetcode.cn/problems/first-unique-number/,1429. 第一个唯一数字,56
1278,https://leetcode.cn/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/,1430. 判断给定的序列是否是二叉树从根到叶的路径,42
1279,https://leetcode.cn/problems/kids-with-the-greatest-number-of-candies/,1431. 拥有最多糖果的孩子,1088
1280,https://leetcode.cn/problems/max-difference-you-can-get-from-changing-an-integer/,1432. 改变一个整数能得到的最大差值,114
1281,https://leetcode.cn/problems/check-if-a-string-can-break-another-string/,1433. 检查一个字符串是否可以打破另一个字符串,129
1282,https://leetcode.cn/problems/number-of-ways-to-wear-different-hats-to-each-other/,1434. 每个人戴不同帽子的方案数,54
1283,https://leetcode.cn/problems/create-a-session-bar-chart/,1435. 制作会话柱状图,54
1284,https://leetcode.cn/problems/destination-city/,1436. 旅行终点站,700
1285,https://leetcode.cn/problems/check-if-all-1s-are-at-least-length-k-places-away/,1437. 是否所有 1 都至少相隔 k 个元素,210
1286,https://leetcode.cn/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,1438. 绝对差不超过限制的最长连续子数组,514
1287,https://leetcode.cn/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/,1439. 有序矩阵中的第 k 个最小数组和,85
1288,https://leetcode.cn/problems/evaluate-boolean-expression/,1440. 计算布尔表达式的值,52
1289,https://leetcode.cn/problems/build-an-array-with-stack-operations/,1441. 用栈操作构建数组,435
1290,https://leetcode.cn/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/,1442. 形成两个异或相等数组的三元组数目,388
1291,https://leetcode.cn/problems/minimum-time-to-collect-all-apples-in-a-tree/,1443. 收集树上所有苹果的最少时间,159
1292,https://leetcode.cn/problems/number-of-ways-of-cutting-a-pizza/,1444. 切披萨的方案数,72
1293,https://leetcode.cn/problems/apples-oranges/,1445. 苹果和桔子,72
1294,https://leetcode.cn/problems/consecutive-characters/,1446. 连续字符,717
1295,https://leetcode.cn/problems/simplified-fractions/,1447. 最简分数,506
1296,https://leetcode.cn/problems/count-good-nodes-in-binary-tree/,1448. 统计二叉树中好节点的数目,233
1297,https://leetcode.cn/problems/form-largest-integer-with-digits-that-add-up-to-target/,1449. 数位成本和为目标值的最大数字,215
1298,https://leetcode.cn/problems/number-of-students-doing-homework-at-a-given-time/,1450. 在既定时间做作业的学生人数,380
1299,https://leetcode.cn/problems/rearrange-words-in-a-sentence/,1451. 重新排列句子中的单词,178
1300,https://leetcode.cn/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/,1452. 收藏清单,103
1301,https://leetcode.cn/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/,1453. 圆形靶内的最大飞镖数量,36
1302,https://leetcode.cn/problems/active-users/,1454. 活跃用户,101
1303,https://leetcode.cn/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,1455. 检查单词是否为句中其他单词的前缀,255
1304,https://leetcode.cn/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,1456. 定长子串中元音的最大数目,268
1305,https://leetcode.cn/problems/pseudo-palindromic-paths-in-a-binary-tree/,1457. 二叉树中的伪回文路径,157
1306,https://leetcode.cn/problems/max-dot-product-of-two-subsequences/,1458. 两个子序列的最大点积,100
1307,https://leetcode.cn/problems/rectangles-area/,1459. 矩形面积,60
1308,https://leetcode.cn/problems/make-two-arrays-equal-by-reversing-sub-arrays/,1460. 通过翻转子数组使两个数组相等,373
1309,https://leetcode.cn/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,1461. 检查一个字符串是否包含所有长度为 K 的二进制子串,101
1310,https://leetcode.cn/problems/course-schedule-iv/,1462. 课程表 IV,173
1311,https://leetcode.cn/problems/cherry-pickup-ii/,1463. 摘樱桃 II,75
1312,https://leetcode.cn/problems/maximum-product-of-two-elements-in-an-array/,1464. 数组中两元素的最大乘积,466
1313,https://leetcode.cn/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/,1465. 切割后面积最大的蛋糕,90
1314,https://leetcode.cn/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/,1466. 重新规划路线,162
1315,https://leetcode.cn/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/,1467. 两个盒子中球的颜色数相同的概率,53
1316,https://leetcode.cn/problems/calculate-salaries/,1468. 计算税后工资,59
1317,https://leetcode.cn/problems/find-all-the-lonely-nodes/,1469. 寻找所有的独生节点,117
1318,https://leetcode.cn/problems/shuffle-the-array/,1470. 重新排列数组,800
1319,https://leetcode.cn/problems/the-k-strongest-values-in-an-array/,1471. 数组中的 k 个最强值,122
1320,https://leetcode.cn/problems/design-browser-history/,1472. 设计浏览器历史记录,183
1321,https://leetcode.cn/problems/paint-house-iii/,1473. 粉刷房子 III,171
1322,https://leetcode.cn/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/,1474. 删除链表 M 个节点之后的 N 个节点,81
1323,https://leetcode.cn/problems/final-prices-with-a-special-discount-in-a-shop/,1475. 商品折扣后的最终价格,322
1324,https://leetcode.cn/problems/subrectangle-queries/,1476. 子矩形查询,130
1325,https://leetcode.cn/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/,1477. 找两个和为目标值且不重叠的子数组,119
1326,https://leetcode.cn/problems/allocate-mailboxes/,1478. 安排邮筒,69
1327,https://leetcode.cn/problems/sales-by-day-of-the-week/,1479. 周内每天的销售情况,52
1328,https://leetcode.cn/problems/running-sum-of-1d-array/,1480. 一维数组的动态和,1424
1329,https://leetcode.cn/problems/least-number-of-unique-integers-after-k-removals/,1481. 不同整数的最少数目,167
1330,https://leetcode.cn/problems/minimum-number-of-days-to-make-m-bouquets/,1482. 制作 m 束花所需的最少天数,448
1331,https://leetcode.cn/problems/kth-ancestor-of-a-tree-node/,1483. 树节点的第 K 个祖先,87
1332,https://leetcode.cn/problems/group-sold-products-by-the-date/,1484. 按日期分组销售产品,105
1333,https://leetcode.cn/problems/clone-binary-tree-with-random-pointer/,1485. 克隆含随机指针的二叉树,33
1334,https://leetcode.cn/problems/xor-operation-in-an-array/,1486. 数组异或操作,727
1335,https://leetcode.cn/problems/making-file-names-unique/,1487. 保证文件名唯一,116
1336,https://leetcode.cn/problems/avoid-flood-in-the-city/,1488. 避免洪水泛滥,136
1337,https://leetcode.cn/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/,1489. 找到最小生成树里的关键边和伪关键边,135
1338,https://leetcode.cn/problems/clone-n-ary-tree/,1490. 克隆 N 叉树,38
1339,https://leetcode.cn/problems/average-salary-excluding-the-minimum-and-maximum-salary/,1491. 去掉最低工资和最高工资后的工资平均值,473
1340,https://leetcode.cn/problems/the-kth-factor-of-n/,1492. n 的第 k 个因子,115
1341,https://leetcode.cn/problems/longest-subarray-of-1s-after-deleting-one-element/,1493. 删掉一个元素以后全为 1 的最长子数组,207
1342,https://leetcode.cn/problems/parallel-courses-ii/,1494. 并行课程 II,46
1343,https://leetcode.cn/problems/friendly-movies-streamed-last-month/,1495. 上月播放的儿童适宜电影,46
1344,https://leetcode.cn/problems/path-crossing/,1496. 判断路径是否相交,196
1345,https://leetcode.cn/problems/check-if-array-pairs-are-divisible-by-k/,1497. 检查数组对是否可以被 k 整除,126
1346,https://leetcode.cn/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/,1498. 满足条件的子序列数目,100
1347,https://leetcode.cn/problems/max-value-of-equation/,1499. 满足不等式的最大值,77
1348,https://leetcode.cn/problems/design-a-file-sharing-system/,1500. 设计文件分享系统,41
1349,https://leetcode.cn/problems/countries-you-can-safely-invest-in/,1501. 可以放心投资的国家,83
1350,https://leetcode.cn/problems/can-make-arithmetic-progression-from-sequence/,1502. 判断能否形成等差数列,424
1351,https://leetcode.cn/problems/last-moment-before-all-ants-fall-out-of-a-plank/,1503. 所有蚂蚁掉下来前的最后一刻,97
1352,https://leetcode.cn/problems/count-submatrices-with-all-ones/,1504. 统计全 1 子矩形,148
1353,https://leetcode.cn/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/,1505. 最多 K 次交换相邻数位后得到的最小整数,78
1354,https://leetcode.cn/problems/find-root-of-n-ary-tree/,1506. 找到 N 叉树的根节点,20
1355,https://leetcode.cn/problems/reformat-date/,1507. 转变日期格式,159
1356,https://leetcode.cn/problems/range-sum-of-sorted-subarray-sums/,1508. 子数组和排序后的区间和,77
1357,https://leetcode.cn/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/,1509. 三次操作后最大值与最小值的最小差,105
1358,https://leetcode.cn/problems/stone-game-iv/,1510. 石子游戏 IV,77
1359,https://leetcode.cn/problems/customer-order-frequency/,1511. 消费者下单频率,75
1360,https://leetcode.cn/problems/number-of-good-pairs/,1512. 好数对的数目,840
1361,https://leetcode.cn/problems/number-of-substrings-with-only-1s/,1513. 仅含 1 的子串数,177
1362,https://leetcode.cn/problems/path-with-maximum-probability/,1514. 概率最大的路径,195
1363,https://leetcode.cn/problems/best-position-for-a-service-centre/,1515. 服务中心的最佳位置,67
1364,https://leetcode.cn/problems/move-sub-tree-of-n-ary-tree/,1516. 移动 N 叉树的子树,16
1365,https://leetcode.cn/problems/find-users-with-valid-e-mails/,1517. 查找拥有有效邮箱的用户,47
1366,https://leetcode.cn/problems/water-bottles/,1518. 换酒问题,839
1367,https://leetcode.cn/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/,1519. 子树中标签相同的节点数,132
1368,https://leetcode.cn/problems/maximum-number-of-non-overlapping-substrings/,1520. 最多的不重叠子字符串,77
1369,https://leetcode.cn/problems/find-a-value-of-a-mysterious-function-closest-to-target/,1521. 找到最接近目标值的函数值,62
1370,https://leetcode.cn/problems/diameter-of-n-ary-tree/,1522. N 叉树的直径,48
1371,https://leetcode.cn/problems/count-odd-numbers-in-an-interval-range/,1523. 在区间范围内统计奇数数目,415
1372,https://leetcode.cn/problems/number-of-sub-arrays-with-odd-sum/,1524. 和为奇数的子数组数目,125
1373,https://leetcode.cn/problems/number-of-good-ways-to-split-a-string/,1525. 字符串的好分割数目,126
1374,https://leetcode.cn/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/,1526. 形成目标数组的子数组最少增加次数,64
1375,https://leetcode.cn/problems/patients-with-a-condition/,1527. 患某种疾病的患者,102
1376,https://leetcode.cn/problems/shuffle-string/,1528. 重新排列字符串,412
1377,https://leetcode.cn/problems/minimum-suffix-flips/,1529. 最少的后缀翻转次数,153
1378,https://leetcode.cn/problems/number-of-good-leaf-nodes-pairs/,1530. 好叶子节点对的数量,169
1379,https://leetcode.cn/problems/string-compression-ii/,1531. 压缩字符串 II,44
1380,https://leetcode.cn/problems/the-most-recent-three-orders/,1532. 最近的三笔订单,66
1381,https://leetcode.cn/problems/find-the-index-of-the-large-integer/,1533. 找到最大整数的索引,30
1382,https://leetcode.cn/problems/count-good-triplets/,1534. 统计好三元组,193
1383,https://leetcode.cn/problems/find-the-winner-of-an-array-game/,1535. 找出数组游戏的赢家,198
1384,https://leetcode.cn/problems/minimum-swaps-to-arrange-a-binary-grid/,1536. 排布二进制网格的最少交换次数,87
1385,https://leetcode.cn/problems/get-the-maximum-score/,1537. 最大得分,107
1386,https://leetcode.cn/problems/guess-the-majority-in-a-hidden-array/,1538. 找出隐藏数组中出现次数最多的元素,10
1387,https://leetcode.cn/problems/kth-missing-positive-number/,1539. 第 k 个缺失的正整数,370
1388,https://leetcode.cn/problems/can-convert-string-in-k-moves/,1540. K 次操作转变字符串,94
1389,https://leetcode.cn/problems/minimum-insertions-to-balance-a-parentheses-string/,1541. 平衡括号字符串的最少插入次数,143
1390,https://leetcode.cn/problems/find-longest-awesome-substring/,1542. 找出最长的超赞子字符串,57
1391,https://leetcode.cn/problems/fix-product-name-format/,1543. 产品名称格式修复,52
1392,https://leetcode.cn/problems/make-the-string-great/,1544. 整理字符串,369
1393,https://leetcode.cn/problems/find-kth-bit-in-nth-binary-string/,1545. 找出第 N 个二进制字符串中的第 K 位,109
1394,https://leetcode.cn/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/,1546. 和为目标值且不重叠的非空子数组的最大数目,94
1395,https://leetcode.cn/problems/minimum-cost-to-cut-a-stick/,1547. 切棍子的最小成本,80
1396,https://leetcode.cn/problems/the-most-similar-path-in-a-graph/,1548. 图中最相似的路径,19
1397,https://leetcode.cn/problems/the-most-recent-orders-for-each-product/,1549. 每件商品的最新订单,73
1398,https://leetcode.cn/problems/three-consecutive-odds/,1550. 存在连续三个奇数的数组,329
1399,https://leetcode.cn/problems/minimum-operations-to-make-array-equal/,1551. 使数组中所有元素相等的最小操作数,181
1400,https://leetcode.cn/problems/magnetic-force-between-two-balls/,1552. 两球之间的磁力,158
1401,https://leetcode.cn/problems/minimum-number-of-days-to-eat-n-oranges/,1553. 吃掉 N 个橘子的最少天数,135
1402,https://leetcode.cn/problems/strings-differ-by-one-character/,1554. 只有一个不同字符的字符串,27
1403,https://leetcode.cn/problems/bank-account-summary/,1555. 银行账户概要,65
1404,https://leetcode.cn/problems/thousand-separator/,1556. 千位分隔数,230
1405,https://leetcode.cn/problems/minimum-number-of-vertices-to-reach-all-nodes/,1557. 可以到达所有点的最少点数目,172
1406,https://leetcode.cn/problems/minimum-numbers-of-function-calls-to-make-target-array/,1558. 得到目标数组的最少函数调用次数,81
1407,https://leetcode.cn/problems/detect-cycles-in-2d-grid/,1559. 二维网格图中探测环,83
1408,https://leetcode.cn/problems/most-visited-sector-in-a-circular-track/,1560. 圆形赛道上经过次数最多的扇区,106
1409,https://leetcode.cn/problems/maximum-number-of-coins-you-can-get/,1561. 你可以获得的最大硬币数目,206
1410,https://leetcode.cn/problems/find-latest-group-of-size-m/,1562. 查找大小为 M 的最新分组,104
1411,https://leetcode.cn/problems/stone-game-v/,1563. 石子游戏 V,70
1412,https://leetcode.cn/problems/put-boxes-into-the-warehouse-i/,1564. 把箱子放进仓库里 I,36
1413,https://leetcode.cn/problems/unique-orders-and-customers-per-month/,1565. 按月统计订单数与顾客数,50
1414,https://leetcode.cn/problems/detect-pattern-of-length-m-repeated-k-or-more-times/,1566. 重复至少 K 次且长度为 M 的模式,150
1415,https://leetcode.cn/problems/maximum-length-of-subarray-with-positive-product/,1567. 乘积为正数的最长子数组长度,368
1416,https://leetcode.cn/problems/minimum-number-of-days-to-disconnect-island/,1568. 使陆地分离的最少天数,62
1417,https://leetcode.cn/problems/number-of-ways-to-reorder-array-to-get-same-bst/,1569. 将子数组重新排序得到同一个二叉查找树的方案数,50
1418,https://leetcode.cn/problems/dot-product-of-two-sparse-vectors/,1570. 两个稀疏向量的点积,46
1419,https://leetcode.cn/problems/warehouse-manager/,1571. 仓库经理,60
1420,https://leetcode.cn/problems/matrix-diagonal-sum/,1572. 矩阵对角线元素的和,446
1421,https://leetcode.cn/problems/number-of-ways-to-split-a-string/,1573. 分割字符串的方案数,76
1422,https://leetcode.cn/problems/shortest-subarray-to-be-removed-to-make-array-sorted/,1574. 删除最短的子数组使剩余数组有序,124
1423,https://leetcode.cn/problems/count-all-possible-routes/,1575. 统计所有可行路径,86
1424,https://leetcode.cn/problems/replace-all-s-to-avoid-consecutive-repeating-characters/,1576. 替换所有的问号,592
1425,https://leetcode.cn/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers/,1577. 数的平方等于两数乘积的方法数,92
1426,https://leetcode.cn/problems/minimum-time-to-make-rope-colorful/,1578. 使绳子变成彩色的最短时间,233
1427,https://leetcode.cn/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/,1579. 保证图可完全遍历,309
1428,https://leetcode.cn/problems/put-boxes-into-the-warehouse-ii/,1580. 把箱子放进仓库里 II,25
1429,https://leetcode.cn/problems/customer-who-visited-but-did-not-make-any-transactions/,1581. 进店却未进行过交易的顾客,112
1430,https://leetcode.cn/problems/special-positions-in-a-binary-matrix/,1582. 二进制矩阵中的特殊位置,147
1431,https://leetcode.cn/problems/count-unhappy-friends/,1583. 统计不开心的朋友,247
1432,https://leetcode.cn/problems/min-cost-to-connect-all-points/,1584. 连接所有点的最小费用,449
1433,https://leetcode.cn/problems/check-if-string-is-transformable-with-substring-sort-operations/,1585. 检查字符串是否可以通过排序子字符串得到另一个字符串,44
1434,https://leetcode.cn/problems/binary-search-tree-iterator-ii/,1586. 二叉搜索树迭代器 II,29
1435,https://leetcode.cn/problems/bank-account-summary-ii/,1587. 银行账户概要 II,70
1436,https://leetcode.cn/problems/sum-of-all-odd-length-subarrays/,1588. 所有奇数长度子数组的和,833
1437,https://leetcode.cn/problems/maximum-sum-obtained-of-any-permutation/,1589. 所有排列中的最大和,76
1438,https://leetcode.cn/problems/make-sum-divisible-by-p/,1590. 使数组和能被 P 整除,65
1439,https://leetcode.cn/problems/strange-printer-ii/,1591. 奇怪的打印机 II,47
1440,https://leetcode.cn/problems/rearrange-spaces-between-words/,1592. 重新排列单词间的空格,151
1441,https://leetcode.cn/problems/split-a-string-into-the-max-number-of-unique-substrings/,1593. 拆分字符串使唯一子字符串的数目最大,111
1442,https://leetcode.cn/problems/maximum-non-negative-product-in-a-matrix/,1594. 矩阵的最大非负积,109
1443,https://leetcode.cn/problems/minimum-cost-to-connect-two-groups-of-points/,1595. 连通两组点的最小成本,44
1444,https://leetcode.cn/problems/the-most-frequently-ordered-products-for-each-customer/,1596. 每位顾客最经常订购的商品,60
1445,https://leetcode.cn/problems/build-binary-expression-tree-from-infix-expression/,1597. 根据中缀表达式构造二叉表达式树,24
1446,https://leetcode.cn/problems/crawler-log-folder/,1598. 文件夹操作日志搜集器,177
1447,https://leetcode.cn/problems/maximum-profit-of-operating-a-centennial-wheel/,1599. 经营摩天轮的最大利润,77
1448,https://leetcode.cn/problems/throne-inheritance/,1600. 王位继承顺序,222
1449,https://leetcode.cn/problems/maximum-number-of-achievable-transfer-requests/,1601. 最多可达成的换楼请求数目,225
1450,https://leetcode.cn/problems/find-nearest-right-node-in-binary-tree/,1602. 找到二叉树中最近的右侧节点,49
1451,https://leetcode.cn/problems/design-parking-system/,1603. 设计停车系统,513
1452,https://leetcode.cn/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/,1604. 警告一小时内使用相同员工卡大于等于三次的人,84
1453,https://leetcode.cn/problems/find-valid-matrix-given-row-and-column-sums/,1605. 给定行和列的和求可行矩阵,88
1454,https://leetcode.cn/problems/find-servers-that-handled-most-number-of-requests/,1606. 找到处理最多请求的服务器,180
1455,https://leetcode.cn/problems/sellers-with-no-sales/,1607. 没有卖出的卖家,55
1456,https://leetcode.cn/problems/special-array-with-x-elements-greater-than-or-equal-x/,1608. 特殊数组的特征值,296
1457,https://leetcode.cn/problems/even-odd-tree/,1609. 奇偶树,442
1458,https://leetcode.cn/problems/maximum-number-of-visible-points/,1610. 可见点的最大数目,156
1459,https://leetcode.cn/problems/minimum-one-bit-operations-to-make-integers-zero/,1611. 使整数变为 0 的最少操作次数,62
1460,https://leetcode.cn/problems/check-if-two-expression-trees-are-equivalent/,1612. 检查两棵二叉表达式树是否等价,30
1461,https://leetcode.cn/problems/find-the-missing-ids/,1613. 找到遗失的ID,46
1462,https://leetcode.cn/problems/maximum-nesting-depth-of-the-parentheses/,1614. 括号的最大嵌套深度,713
1463,https://leetcode.cn/problems/maximal-network-rank/,1615. 最大网络秩,87
1464,https://leetcode.cn/problems/split-two-strings-to-make-palindrome/,1616. 分割两个字符串得到回文串,106
1465,https://leetcode.cn/problems/count-subtrees-with-max-distance-between-cities/,1617. 统计子树中城市之间最大距离,42
1466,https://leetcode.cn/problems/maximum-font-to-fit-a-sentence-in-a-screen/,1618. 找出适应屏幕的最大字号,21
1467,https://leetcode.cn/problems/mean-of-array-after-removing-some-elements/,1619. 删除某些元素后的数组均值,160
1468,https://leetcode.cn/problems/coordinate-with-maximum-network-quality/,1620. 网络信号最好的坐标,52
1469,https://leetcode.cn/problems/number-of-sets-of-k-non-overlapping-line-segments/,1621. 大小为 K 的不重叠线段的数目,40
1470,https://leetcode.cn/problems/fancy-sequence/,1622. 奇妙序列,73
1471,https://leetcode.cn/problems/all-valid-triplets-that-can-represent-a-country/,1623. 三人国家代表队,56
1472,https://leetcode.cn/problems/largest-substring-between-two-equal-characters/,1624. 两个相同字符之间的最长子字符串,278
1473,https://leetcode.cn/problems/lexicographically-smallest-string-after-applying-operations/,1625. 执行操作后字典序最小的字符串,72
1474,https://leetcode.cn/problems/best-team-with-no-conflicts/,1626. 无矛盾的最佳球队,99
1475,https://leetcode.cn/problems/graph-connectivity-with-threshold/,1627. 带阈值的图连通性,49
1476,https://leetcode.cn/problems/design-an-expression-tree-with-evaluate-function/,1628. 设计带解析函数的表达式树,22
1477,https://leetcode.cn/problems/slowest-key/,1629. 按键持续时间最长的键,404
1478,https://leetcode.cn/problems/arithmetic-subarrays/,1630. 等差子数组,164
1479,https://leetcode.cn/problems/path-with-minimum-effort/,1631. 最小体力消耗路径,358
1480,https://leetcode.cn/problems/rank-transform-of-a-matrix/,1632. 矩阵转换后的秩,36
1481,https://leetcode.cn/problems/percentage-of-users-attended-a-contest/,1633. 各赛事的用户注册率,38
1482,https://leetcode.cn/problems/add-two-polynomials-represented-as-linked-lists/,1634. 求两个多项式链表的和,39
1483,https://leetcode.cn/problems/hopper-company-queries-i/,1635. Hopper 公司查询 I,41
1484,https://leetcode.cn/problems/sort-array-by-increasing-frequency/,1636. 按照频率将数组升序排序,246
