Comment_volume,Question_en,Difficulty,Description,No_thumb,Img_link,No_pass,Relevant_tag,Similar_q_link,No_handover
评论 (169),market-analysis-ii,Unknown,,-1,,-1,[],[],-1
评论 (548),find-words-that-can-be-formed-by-characters,简单,"给你一份『词汇表』（字符串数组） words 和一张『字母表』（字符串） chars。
假如你可以用 chars 中的『字母』（字符）拼写出 words 中的某个『单词』（字符串），那么我们就认为你掌握了这个单词。
注意：每次拼写（指拼写词汇表中的一个单词）时，chars 中的每个字母都只能用一次。
返回词汇表 words 中你掌握的所有单词的 长度之和。
  示例 1：
输入：words = [""cat"",""bt"",""hat"",""tree""], chars = ""atach""
输出：6
解释： 
可以形成字符串 ""cat"" 和 ""hat""，所以答案是 3 + 3 = 6。
示例 2：
输入：words = [""hello"",""world"",""leetcode""], chars = ""welldonehoneyr""
输出：10
解释：
可以形成字符串 ""hello"" 和 ""world""，所以答案是 5 + 5 = 10。
  提示：
1 <= words.length <= 1000
1 <= words[i].length, chars.length <= 100
所有字符串中都仅包含小写英文字母",154,,65376,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/']",[],95456
评论 (140),maximum-level-sum-of-a-binary-tree,中等,"给你一个二叉树的根节点 root。设根节点位于二叉树的第 1 层，而根节点的子节点位于第 2 层，依此类推。
请返回层内元素之和 最大 的那几层（可能只有一层）的层号，并返回其中 最小 的那个。
  示例 1：
输入：root = [1,7,0,7,-8,null,null]
输出：2
解释：
第 1 层各元素之和为 1，
第 2 层各元素之和为 7 + 0 = 7，
第 3 层各元素之和为 7 + -8 = -1，
所以我们返回第 2 层的层号，它的层内元素之和最大。
示例 2：
输入：root = [989,null,10250,98693,-89388,null,null,null,-32127]
输出：2
  提示：
树中的节点数在 [1, 104]范围内
-105 <= Node.val <= 105",51,,12578,"['https://leetcode.cn/tag/tree/', 'https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/binary-tree/']",[],19944
评论 (433),as-far-from-land-as-possible,中等,"你现在手里有一份大小为 n x n 的 网格 grid，上面的每个 单元格 都用 0 和 1 标记好了。其中 0 代表海洋，1 代表陆地。
请你找出一个海洋单元格，这个海洋单元格到离它最近的陆地单元格的距离是最大的，并返回该距离。如果网格上只有陆地或者海洋，请返回 -1。
我们这里说的距离是「曼哈顿距离」（ Manhattan Distance）：(x0, y0) 和 (x1, y1) 这两个单元格之间的距离是 |x0 - x1| + |y0 - y1| 。
  示例 1：
输入：grid = [[1,0,1],[0,0,0],[1,0,1]]
输出：2
解释： 
海洋单元格 (1, 1) 和所有陆地单元格之间的距离都达到最大，最大距离为 2。
示例 2：
输入：grid = [[1,0,0],[0,0,0],[0,0,0]]
输出：4
解释： 
海洋单元格 (2, 2) 和所有陆地单元格之间的距离都达到最大，最大距离为 4。
  提示：
n == grid.length
n == grid[i].length
1 <= n <= 100
grid[i][j] 不是 0 就是 1",271,,44853,"['https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/', 'https://leetcode.cn/tag/matrix/']",['https://leetcode.cn/problems/shortest-distance-from-all-buildings/'],95218
评论 (83),last-substring-in-lexicographical-order,困难,"给你一个字符串 s ，找出它的所有子串并按字典序排列，返回排在最后的那个子串。
  示例 1：
输入：s = ""abab""
输出：""bab""
解释：我们可以找出 7 个子串 [""a"", ""ab"", ""aba"", ""abab"", ""b"", ""ba"", ""bab""]。按字典序排在最后的子串是 ""bab""。
示例 2：
输入：s = ""leetcode""
输出：""tcode""
  提示：
1 <= s.length <= 4 * 105
s 仅含有小写英文字符。",64,,6661,"['https://leetcode.cn/tag/two-pointers/', 'https://leetcode.cn/tag/string/']",[],24781
评论 (205),product-price-at-a-given-date,Unknown,,-1,,-1,[],[],-1
评论 (56),single-row-keyboard,Unknown,,-1,,-1,[],[],-1
评论 (39),design-file-system,Unknown,,-1,,-1,[],[],-1
评论 (24),minimum-cost-to-connect-sticks,Unknown,,-1,,-1,[],[],-1
评论 (19),optimize-water-distribution-in-a-village,Unknown,,-1,,-1,[],[],-1
评论 (96),invalid-transactions,中等,"如果出现下述两种情况，交易 可能无效：
交易金额超过 $1000
或者，它和 另一个城市 中 同名 的另一笔交易相隔不超过 60 分钟（包含 60 分钟整）
给定字符串数组交易清单 transaction 。每个交易字符串 transactions[i] 由一些用逗号分隔的值组成，这些值分别表示交易的名称，时间（以分钟计），金额以及城市。
返回 transactions，返回可能无效的交易列表。你可以按 任何顺序 返回答案。
  示例 1：
输入：transactions = [""alice,20,800,mtv"",""alice,50,100,beijing""]
输出：[""alice,20,800,mtv"",""alice,50,100,beijing""]
解释：第一笔交易是无效的，因为第二笔交易和它间隔不超过 60 分钟、名称相同且发生在不同的城市。同样，第二笔交易也是无效的。
示例 2：
输入：transactions = [""alice,20,800,mtv"",""alice,50,1200,mtv""]
输出：[""alice,50,1200,mtv""]
示例 3：
输入：transactions = [""alice,20,800,mtv"",""bob,50,1200,mtv""]
输出：[""bob,50,1200,mtv""]
  提示：
transactions.length <= 1000
每笔交易 transactions[i] 按 ""{name},{time},{amount},{city}"" 的格式进行记录
每个交易名称 {name} 和城市 {city} 都由小写英文字母组成，长度在 1 到 10 之间
每个交易时间 {time} 由一些数字组成，表示一个 0 到 1000 之间的整数
每笔交易金额 {amount} 由一些数字组成，表示一个 0 到 2000 之间的整数",28,,7546,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/sorting/']",[],23237
评论 (173),compare-strings-by-frequency-of-the-smallest-character,中等,"定义一个函数 f(s)，统计 s  中（按字典序比较）最小字母的出现频次 ，其中 s 是一个非空字符串。
例如，若 s = ""dcce""，那么 f(s) = 2，因为字典序最小字母是 ""c""，它出现了 2 次。
现在，给你两个字符串数组待查表 queries 和词汇表 words 。对于每次查询 queries[i] ，需统计 words 中满足 f(queries[i]) < f(W) 的 词的数目 ，W 表示词汇表 words 中的每个词。
请你返回一个整数数组 answer 作为答案，其中每个 answer[i] 是第 i 次查询的结果。
  示例 1：
输入：queries = [""cbd""], words = [""zaaaz""]
输出：[1]
解释：查询 f(""cbd"") = 1，而 f(""zaaaz"") = 3 所以 f(""cbd"") < f(""zaaaz"")。
示例 2：
输入：queries = [""bbb"",""cc""], words = [""a"",""aa"",""aaa"",""aaaa""]
输出：[1,2]
解释：第一个查询 f(""bbb"") < f(""aaaa"")，第二个查询 f(""aaa"") 和 f(""aaaa"") 都 > f(""cc"")。
  提示：
1 <= queries.length <= 2000
1 <= words.length <= 2000
1 <= queries[i].length, words[i].length <= 10
queries[i][j]、words[i][j] 都由小写英文字母组成",51,,14969,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/sorting/']",[],24189
评论 (152),remove-zero-sum-consecutive-nodes-from-linked-list,中等,"给你一个链表的头节点 head，请你编写代码，反复删去链表中由 总和 值为 0 的连续节点组成的序列，直到不存在这样的序列为止。
删除完毕后，请你返回最终结果链表的头节点。
  你可以返回任何满足题目要求的答案。
（注意，下面示例中的所有序列，都是对 ListNode 对象序列化的表示。）
示例 1：
输入：head = [1,2,-3,3,1]
输出：[3,1]
提示：答案 [1,2,1] 也是正确的。
示例 2：
输入：head = [1,2,3,-3,4]
输出：[1,2,4]
示例 3：
输入：head = [1,2,3,-3,-2]
输出：[1]
  提示：
给你的链表中可能有 1 到 1000 个节点。
对于链表中的每个节点，节点的值：-1000 <= node.val <= 1000.",159,,16215,"['https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/linked-list/']",[],33762
评论 (55),dinner-plate-stacks,困难,"我们把无限数量 ∞ 的栈排成一行，按从左到右的次序从 0 开始编号。每个栈的的最大容量 capacity 都相同。
实现一个叫「餐盘」的类 DinnerPlates：
DinnerPlates(int capacity) - 给出栈的最大容量 capacity。
void push(int val) - 将给出的正整数 val 推入 从左往右第一个 没有满的栈。
int pop() - 返回 从右往左第一个 非空栈顶部的值，并将其从栈中删除；如果所有的栈都是空的，请返回 -1。
int popAtStack(int index) - 返回编号 index 的栈顶部的值，并将其从栈中删除；如果编号 index 的栈是空的，请返回 -1。
  示例：
输入： 
[""DinnerPlates"",""push"",""push"",""push"",""push"",""push"",""popAtStack"",""push"",""push"",""popAtStack"",""popAtStack"",""pop"",""pop"",""pop"",""pop"",""pop""]
[[2],[1],[2],[3],[4],[5],[0],[20],[21],[0],[2],[],[],[],[],[]]
输出：
[null,null,null,null,null,null,2,null,null,20,21,5,4,3,1,-1]

解释：
DinnerPlates D = DinnerPlates(2);  // 初始化，栈最大容量 capacity = 2
D.push(1);
D.push(2);
D.push(3);
D.push(4);
D.push(5);         // 栈的现状为：    2  4
                                    1  3  5
                                    ﹈ ﹈ ﹈
D.popAtStack(0);   // 返回 2。栈的现状为：      4
                                          1  3  5
                                          ﹈ ﹈ ﹈
D.push(20);        // 栈的现状为：  20  4
                                   1  3  5
                                   ﹈ ﹈ ﹈
D.push(21);        // 栈的现状为：  20  4 21
                                   1  3  5
                                   ﹈ ﹈ ﹈
D.popAtStack(0);   // 返回 20。栈的现状为：       4 21
                                            1  3  5
                                            ﹈ ﹈ ﹈
D.popAtStack(2);   // 返回 21。栈的现状为：       4
                                            1  3  5
                                            ﹈ ﹈ ﹈ 
D.pop()            // 返回 5。栈的现状为：        4
                                            1  3 
                                            ﹈ ﹈  
D.pop()            // 返回 4。栈的现状为：    1  3 
                                           ﹈ ﹈   
D.pop()            // 返回 3。栈的现状为：    1 
                                           ﹈   
D.pop()            // 返回 1。现在没有栈。
D.pop()            // 返回 -1。仍然没有栈。
  提示：
1 <= capacity <= 20000
1 <= val <= 20000
0 <= index <= 100000
最多会对 push，pop，和 popAtStack 进行 200000 次调用。",36,,2979,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/design/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/heap-priority-queue/']",[],11164
评论 (124),immediate-food-delivery-i,Unknown,,-1,,-1,[],[],-1
评论 (203),immediate-food-delivery-ii,Unknown,,-1,,-1,[],[],-1
评论 (143),prime-arrangements,简单,"请你帮忙给从 1 到 n 的数设计排列方案，使得所有的「质数」都应该被放在「质数索引」（索引从 1 开始）上；你需要返回可能的方案总数。
让我们一起来回顾一下「质数」：质数一定是大于 1 的，并且不能用两个小于它的正整数的乘积来表示。
由于答案可能会很大，所以请你返回答案 模 mod 10^9 + 7 之后的结果即可。
  示例 1：
输入：n = 5
输出：12
解释：举个例子，[1,2,5,4,3] 是一个有效的排列，但 [5,2,3,4,1] 不是，因为在第二种情况里质数 5 被错误地放在索引为 1 的位置上。
示例 2：
输入：n = 100
输出：682289015
  提示：
1 <= n <= 100",44,,9308,['https://leetcode.cn/tag/math/'],[],18932
评论 (91),diet-plan-performance,Unknown,,-1,,-1,[],[],-1
评论 (127),can-make-palindrome-from-substring,中等,"给你一个字符串 s，请你对 s 的子串进行检测。
每次检测，待检子串都可以表示为 queries[i] = [left, right, k]。我们可以 重新排列 子串 s[left], ..., s[right]，并从中选择 最多 k 项替换成任何小写英文字母。 
如果在上述检测过程中，子串可以变成回文形式的字符串，那么检测结果为 true，否则结果为 false。
返回答案数组 answer[]，其中 answer[i] 是第 i 个待检子串 queries[i] 的检测结果。
注意：在替换时，子串中的每个字母都必须作为 独立的 项进行计数，也就是说，如果 s[left..right] = ""aaa"" 且 k = 2，我们只能替换其中的两个字母。（另外，任何检测都不会修改原始字符串 s，可以认为每次检测都是独立的）
  示例：
输入：s = ""abcda"", queries = [[3,3,0],[1,2,0],[0,3,1],[0,3,2],[0,4,1]]
输出：[true,false,false,true,true]
解释：
queries[0] : 子串 = ""d""，回文。
queries[1] : 子串 = ""bc""，不是回文。
queries[2] : 子串 = ""abcd""，只替换 1 个字符是变不成回文串的。
queries[3] : 子串 = ""abcd""，可以变成回文的 ""abba""。 也可以变成 ""baab""，先重新排序变成 ""bacd""，然后把 ""cd"" 替换为 ""ab""。
queries[4] : 子串 = ""abcda""，可以变成回文的 ""abcba""。
  提示：
1 <= s.length, queries.length <= 10^5
0 <= queries[i][0] <= queries[i][1] < s.length
0 <= queries[i][2] <= s.length
s 中只有小写英文字母",60,,6969,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/prefix-sum/']",[],25131
评论 (289),number-of-valid-words-for-each-puzzle,困难,"外国友人仿照中国字谜设计了一个英文版猜字谜小游戏，请你来猜猜看吧。
字谜的迷面 puzzle 按字符串形式给出，如果一个单词 word 符合下面两个条件，那么它就可以算作谜底：
单词 word 中包含谜面 puzzle 的第一个字母。
单词 word 中的每一个字母都可以在谜面 puzzle 中找到。
例如，如果字谜的谜面是 ""abcdefg""，那么可以作为谜底的单词有 ""faced"", ""cabbage"", 和 ""baggage""；而 ""beefed""（不含字母 ""a""）以及 ""based""（其中的 ""s"" 没有出现在谜面中）都不能作为谜底。
返回一个答案数组 answer，数组中的每个元素 answer[i] 是在给出的单词列表 words 中可以作为字谜迷面 puzzles[i] 所对应的谜底的单词数目。
  示例：
输入：
words = [""aaaa"",""asas"",""able"",""ability"",""actt"",""actor"",""access""], 
puzzles = [""aboveyz"",""abrodyz"",""abslute"",""absoryz"",""actresz"",""gaswxyz""]
输出：[1,1,3,2,4,0]
解释：
1 个单词可以作为 ""aboveyz"" 的谜底 : ""aaaa"" 
1 个单词可以作为 ""abrodyz"" 的谜底 : ""aaaa""
3 个单词可以作为 ""abslute"" 的谜底 : ""aaaa"", ""asas"", ""able""
2 个单词可以作为 ""absoryz"" 的谜底 : ""aaaa"", ""asas""
4 个单词可以作为 ""actresz"" 的谜底 : ""aaaa"", ""asas"", ""actt"", ""access""
没有单词可以作为 ""gaswxyz"" 的谜底，因为列表中的单词都不含字母 'g'。
  提示：
1 <= words.length <= 10^5
4 <= words[i].length <= 50
1 <= puzzles.length <= 10^4
puzzles[i].length == 7
words[i][j], puzzles[i][j] 都是小写英文字母。
每个 puzzles[i] 所包含的字符都不重复。",230,,19272,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/trie/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/']",[],41542
评论 (268),reformat-department-table,简单,"SQL架构
部门表 Department：
+---------------+---------+
| Column Name   | Type    |
+---------------+---------+
| id            | int     |
| revenue       | int     |
| month         | varchar |
+---------------+---------+
(id, month) 是表的联合主键。
这个表格有关于每个部门每月收入的信息。
月份（month）可以取下列值 [""Jan"",""Feb"",""Mar"",""Apr"",""May"",""Jun"",""Jul"",""Aug"",""Sep"",""Oct"",""Nov"",""Dec""]。
  编写一个 SQL 查询来重新格式化表，使得新的表中有一个部门 id 列和一些对应 每个月 的收入（revenue）列。
查询结果格式如下面的示例所示：
Department 表：
+------+---------+-------+
| id   | revenue | month |
+------+---------+-------+
| 1    | 8000    | Jan   |
| 2    | 9000    | Jan   |
| 3    | 10000   | Feb   |
| 1    | 7000    | Feb   |
| 1    | 6000    | Mar   |
+------+---------+-------+

查询得到的结果表：
+------+-------------+-------------+-------------+-----+-------------+
| id   | Jan_Revenue | Feb_Revenue | Mar_Revenue | ... | Dec_Revenue |
+------+-------------+-------------+-------------+-----+-------------+
| 1    | 8000        | 7000        | 6000        | ... | null        |
| 2    | 9000        | null        | null        | ... | null        |
| 3    | null        | 10000       | null        | ... | null        |
+------+-------------+-------------+-------------+-----+-------------+

注意，结果表有 13 列 (1个部门 id 列 + 12个月份的收入列)。",173,,38479,['https://leetcode.cn/tag/database/'],[],59995
评论 (53),count-substrings-with-only-one-distinct-letter,Unknown,,-1,,-1,[],[],-1
评论 (14),before-and-after-puzzle,Unknown,,-1,,-1,[],[],-1
评论 (44),shortest-distance-to-target-color,Unknown,,-1,,-1,[],[],-1
评论 (8),maximum-number-of-ones,Unknown,,-1,,-1,[],[],-1
评论 (183),distance-between-bus-stops,简单,"环形公交路线上有 n 个站，按次序从 0 到 n - 1 进行编号。我们已知每一对相邻公交站之间的距离，distance[i] 表示编号为 i 的车站和编号为 (i + 1) % n 的车站之间的距离。
环线上的公交车都可以按顺时针和逆时针的方向行驶。
返回乘客从出发点 start 到目的地 destination 之间的最短距离。
  示例 1：
输入：distance = [1,2,3,4], start = 0, destination = 1
输出：1
解释：公交站 0 和 1 之间的距离是 1 或 9，最小值是 1。
  示例 2：
输入：distance = [1,2,3,4], start = 0, destination = 2
输出：3
解释：公交站 0 和 2 之间的距离是 3 或 7，最小值是 3。
  示例 3：
输入：distance = [1,2,3,4], start = 0, destination = 3
输出：4
解释：公交站 0 和 3 之间的距离是 6 或 4，最小值是 4。
  提示：
1 <= n <= 10^4
distance.length == n
0 <= start, destination < n
0 <= distance[i] <= 10^4",50,,16010,['https://leetcode.cn/tag/array/'],[],27391
评论 (356),day-of-the-week,简单,"给你一个日期，请你设计一个算法来判断它是对应一周中的哪一天。
输入为三个整数：day、month 和 year，分别表示日、月、年。
您返回的结果必须是这几个值中的一个 {""Sunday"", ""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday""}。
  示例 1：
输入：day = 31, month = 8, year = 2019
输出：""Saturday""
示例 2：
输入：day = 18, month = 7, year = 1999
输出：""Sunday""
示例 3：
输入：day = 15, month = 8, year = 1993
输出：""Sunday""
  提示：
给出的日期一定是在 1971 到 2100 年之间的有效日期。",113,,36039,['https://leetcode.cn/tag/math/'],[],57544
评论 (104),maximum-subarray-sum-with-one-deletion,中等,"给你一个整数数组，返回它的某个 非空 子数组（连续元素）在执行一次可选的删除操作后，所能得到的最大元素总和。换句话说，你可以从原数组中选出一个子数组，并可以决定要不要从中删除一个元素（只能删一次哦），（删除后）子数组中至少应当有一个元素，然后该子数组（剩下）的元素总和是所有子数组之中最大的。
注意，删除一个元素后，子数组 不能为空。
  示例 1：
输入：arr = [1,-2,0,3]
输出：4
解释：我们可以选出 [1, -2, 0, 3]，然后删掉 -2，这样得到 [1, 0, 3]，和最大。
示例 2：
输入：arr = [1,-2,-2,3]
输出：3
解释：我们直接选出 [3]，这就是最大和。
示例 3：
输入：arr = [-1,-1,-1,-1]
输出：-1
解释：最后得到的子数组不能为空，所以我们不能选择 [-1] 并从中删去 -1 来得到 0。
     我们应该直接选择 [-1]，或者选择 [-1, -1] 再从中删去一个 -1。
  提示：
1 <= arr.length <= 105
-104 <= arr[i] <= 104",130,,9259,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/']",[],22706
评论 (23),make-array-strictly-increasing,困难,"给你两个整数数组 arr1 和 arr2，返回使 arr1 严格递增所需要的最小「操作」数（可能为 0）。
每一步「操作」中，你可以分别从 arr1 和 arr2 中各选出一个索引，分别为 i 和 j，0 <= i < arr1.length 和 0 <= j < arr2.length，然后进行赋值运算 arr1[i] = arr2[j]。
如果无法让 arr1 严格递增，请返回 -1。
  示例 1：
输入：arr1 = [1,5,3,6,7], arr2 = [1,3,2,4]
输出：1
解释：用 2 来替换 5，之后 arr1 = [1, 2, 3, 6, 7]。
示例 2：
输入：arr1 = [1,5,3,6,7], arr2 = [4,3,1]
输出：2
解释：用 3 来替换 5，然后用 4 来替换 3，得到 arr1 = [1, 3, 4, 6, 7]。
示例 3：
输入：arr1 = [1,5,3,6,7], arr2 = [1,6,3,3]
输出：-1
解释：无法使 arr1 严格递增。
  提示：
1 <= arr1.length, arr2.length <= 2000
0 <= arr1[i], arr2[i] <= 10^9
 ",80,,2324,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/dynamic-programming/']",[],5057
评论 (34),design-bounded-blocking-queue,Unknown,,-1,,-1,[],[],-1
评论 (482),maximum-number-of-balloons,简单,"给你一个字符串 text，你需要使用 text 中的字母来拼凑尽可能多的单词 ""balloon""（气球）。
字符串 text 中的每个字母最多只能被使用一次。请你返回最多可以拼凑出多少个单词 ""balloon""。
  示例 1：
输入：text = ""nlaebolko""
输出：1
示例 2：
输入：text = ""loonbalxballpoon""
输出：2
示例 3：
输入：text = ""leetcode""
输出：0
  提示：
1 <= text.length <= 10^4
text 全部由小写英文字母组成",110,,53098,"['https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/counting/']",[],77287
评论 (412),reverse-substrings-between-each-pair-of-parentheses,中等,"给出一个字符串 s（仅含有小写英文字母和括号）。
请你按照从括号内到外的顺序，逐层反转每对匹配括号中的字符串，并返回最终的结果。
注意，您的结果中 不应 包含任何括号。
  示例 1：
输入：s = ""(abcd)""
输出：""dcba""
示例 2：
输入：s = ""(u(love)i)""
输出：""iloveu""
解释：先反转子字符串 ""love"" ，然后反转整个字符串。
示例 3：
输入：s = ""(ed(et(oc))el)""
输出：""leetcode""
解释：先反转子字符串 ""oc"" ，接着反转 ""etco"" ，然后反转整个字符串。
示例 4：
输入：s = ""a(bcdefghijkl(mno)p)q""
输出：""apmnolkjihgfedcbq""
  提示：
0 <= s.length <= 2000
s 中只有小写英文字母和括号
题目测试用例确保所有括号都是成对出现的",229,,50762,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/string/']",[],78225
评论 (71),k-concatenation-maximum-sum,中等,"给定一个整数数组 arr 和一个整数 k ，通过重复 k 次来修改数组。
例如，如果 arr = [1, 2] ， k = 3 ，那么修改后的数组将是 [1, 2, 1, 2, 1, 2] 。
返回修改后的数组中的最大的子数组之和。注意，子数组长度可以是 0，在这种情况下它的总和也是 0。
由于 结果可能会很大，需要返回的 109 + 7 的 模 。
  示例 1：
输入：arr = [1,2], k = 3
输出：9
示例 2：
输入：arr = [1,-2,1], k = 5
输出：2
示例 3：
输入：arr = [-1,-2], k = 7
输出：0
  提示：
1 <= arr.length <= 105
1 <= k <= 105
-104 <= arr[i] <= 104",92,,6849,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/dynamic-programming/']",[],25617
评论 (59),critical-connections-in-a-network,困难,"力扣数据中心有 n 台服务器，分别按从 0 到 n-1 的方式进行了编号。它们之间以「服务器到服务器」点对点的形式相互连接组成了一个内部集群，其中连接 connections 是无向的。从形式上讲，connections[i] = [a, b] 表示服务器 a 和 b 之间形成连接。任何服务器都可以直接或者间接地通过网络到达任何其他服务器。
「关键连接」 是在该集群中的重要连接，也就是说，假如我们将它移除，便会导致某些服务器无法访问其他服务器。
请你以任意顺序返回该集群内的所有 「关键连接」。
  示例 1：
输入：n = 4, connections = [[0,1],[1,2],[2,0],[1,3]]
输出：[[1,3]]
解释：[[3,1]] 也是正确的。
示例 2:
输入：n = 2, connections = [[0,1]]
输出：[[0,1]]
  提示：
1 <= n <= 10^5
n-1 <= connections.length <= 10^5
connections[i][0] != connections[i][1]
不存在重复的连接",191,,6044,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/graph/', 'https://leetcode.cn/tag/biconnected-component/']",[],11572
评论 (156),monthly-transactions-i,Unknown,,-1,,-1,[],[],-1
评论 (155),tournament-winners,Unknown,,-1,,-1,[],[],-1
评论 (239),fizz-buzz-multithreaded,中等,"编写一个可以从 1 到 n 输出代表这个数字的字符串的程序，但是：
如果这个数字可以被 3 整除，输出 ""fizz""。
如果这个数字可以被 5 整除，输出 ""buzz""。
如果这个数字可以同时被 3 和 5 整除，输出 ""fizzbuzz""。
例如，当 n = 15，输出： 1, 2, fizz, 4, buzz, fizz, 7, 8, fizz, buzz, 11, fizz, 13, 14, fizzbuzz。
假设有这么一个类：
class FizzBuzz {
  public FizzBuzz(int n) { ... }               // constructor
  public void fizz(printFizz) { ... }          // only output ""fizz""
  public void buzz(printBuzz) { ... }          // only output ""buzz""
  public void fizzbuzz(printFizzBuzz) { ... }  // only output ""fizzbuzz""
  public void number(printNumber) { ... }      // only output the numbers
}
请你实现一个有四个线程的多线程版  FizzBuzz， 同一个 FizzBuzz 实例会被如下四个线程使用：
线程A将调用 fizz() 来判断是否能被 3 整除，如果可以，则输出 fizz。
线程B将调用 buzz() 来判断是否能被 5 整除，如果可以，则输出 buzz。
线程C将调用 fizzbuzz() 来判断是否同时能被 3 和 5 整除，如果可以，则输出 fizzbuzz。
线程D将调用 number() 来实现输出既不能被 3 整除也不能被 5 整除的数字。
  提示：
本题已经提供了打印字符串的相关方法，如 printFizz() 等，具体方法名请参考答题模板中的注释部分。
 ",77,,17160,['https://leetcode.cn/tag/concurrency/'],[],26716
评论 (30),how-many-apples-can-you-put-into-the-basket,Unknown,,-1,,-1,[],[],-1
评论 (28),minimum-knight-moves,Unknown,,-1,,-1,[],[],-1
评论 (42),find-smallest-common-element-in-all-rows,Unknown,,-1,,-1,[],[],-1
评论 (11),minimum-time-to-build-blocks,Unknown,,-1,,-1,[],[],-1
评论 (219),minimum-absolute-difference,简单,"给你个整数数组 arr，其中每个元素都 不相同。
请你找到所有具有最小绝对差的元素对，并且按升序的顺序返回。
  示例 1：
输入：arr = [4,2,1,3]
输出：[[1,2],[2,3],[3,4]]
示例 2：
输入：arr = [1,3,6,10,15]
输出：[[1,3]]
示例 3：
输入：arr = [3,8,-10,23,19,-4,-14,27]
输出：[[-14,-10],[19,23],[23,27]]
  提示：
2 <= arr.length <= 10^5
-10^6 <= arr[i] <= 10^6",61,,21698,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/sorting/']",[],31807
评论 (82),ugly-number-iii,中等,"给你四个整数：n 、a 、b 、c ，请你设计一个算法来找出第 n 个丑数。
丑数是可以被 a 或 b 或 c 整除的 正整数 。
  示例 1：
输入：n = 3, a = 2, b = 3, c = 5
输出：4
解释：丑数序列为 2, 3, 4, 5, 6, 8, 9, 10... 其中第 3 个是 4。
示例 2：
输入：n = 4, a = 2, b = 3, c = 4
输出：6
解释：丑数序列为 2, 3, 4, 6, 8, 9, 10, 12... 其中第 4 个是 6。
示例 3：
输入：n = 5, a = 2, b = 11, c = 13
输出：10
解释：丑数序列为 2, 4, 6, 8, 10, 11, 12, 13... 其中第 5 个是 10。
示例 4：
输入：n = 1000000000, a = 2, b = 217983653, c = 336916467
输出：1999999984
  提示：
1 <= n, a, b, c <= 10^9
1 <= a * b * c <= 10^18
本题结果在 [1, 2 * 10^9] 的范围内",108,,7833,"['https://leetcode.cn/tag/math/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/number-theory/']",[],29931
